Epoch,Batch,Time,Time_sum,Loss,Loss_avg
0,49/12672,0.466352,26.589954,4.198597,4.183239
0,50/12672,0.468251,27.058206,4.102095,4.181648
0,51/12672,0.470039,27.528244,4.093615,4.179955
0,52/12672,0.467974,27.996219,4.130658,4.179025
0,53/12672,0.467464,28.463682,4.111701,4.177778
0,54/12672,0.466664,28.930346,3.961830,4.173852
0,55/12672,0.468097,29.398444,4.044641,4.171544
0,56/12672,0.466660,29.865104,3.920485,4.167140
0,57/12672,0.464058,30.329162,4.038101,4.164915
0,58/12672,0.463112,30.792274,3.972695,4.161657
0,59/12672,0.464266,31.256540,3.883416,4.157020
0,60/12672,0.463353,31.719892,3.832241,4.151695
0,61/12672,0.466023,32.185915,4.334330,4.154641
0,62/12672,0.481336,32.667252,3.893563,4.150497
0,63/12672,0.482213,33.149465,4.046555,4.148873
0,64/12672,0.467750,33.617214,3.941700,4.145686
0,65/12672,0.471178,34.088392,4.056061,4.144328
0,66/12672,0.470943,34.559335,4.290581,4.146511
0,67/12672,0.475165,35.034501,3.840628,4.142012
0,68/12672,0.462479,35.496979,3.968677,4.139500
0,69/12672,0.462286,35.959266,3.955104,4.136866
0,70/12672,0.468610,36.427876,3.818381,4.132380
0,71/12672,0.493050,36.920926,3.942266,4.129740
0,72/12672,0.500724,37.421649,4.075845,4.129002
0,73/12672,0.495944,37.917593,3.886963,4.125731
0,74/12672,0.487205,38.404799,4.113863,4.125573
0,75/12672,0.472090,38.876889,4.216829,4.126773
0,76/12672,0.465773,39.342662,3.913251,4.124000
0,77/12672,0.463793,39.806455,4.015723,4.122612
0,78/12672,0.463355,40.269809,3.954683,4.120486
0,79/12672,0.462632,40.732442,3.841760,4.117002
0,80/12672,0.463572,41.196013,4.284238,4.119067
0,81/12672,0.463014,41.659027,3.883162,4.116190
0,82/12672,0.464330,42.123357,3.715507,4.111363
0,83/12672,0.463659,42.587017,4.126013,4.111537
0,84/12672,0.464075,43.051092,4.147065,4.111955
0,85/12672,0.463600,43.514692,4.079816,4.111581
0,86/12672,0.462410,43.977102,4.014310,4.110463
0,87/12672,0.462763,44.439865,3.777935,4.106684
0,88/12672,0.462821,44.902685,3.897320,4.104332
0,89/12672,0.463653,45.366338,4.368181,4.107264
0,90/12672,0.462733,45.829072,3.860265,4.104549
0,91/12672,0.462432,46.291504,4.176376,4.105330
0,92/12672,0.462655,46.754159,3.986052,4.104048
0,93/12672,0.465776,47.219935,4.044296,4.103412
0,94/12672,0.463779,47.683714,4.026277,4.102600
0,95/12672,0.465162,48.148876,3.839167,4.099856
0,96/12672,0.463387,48.612263,3.955235,4.098365
0,97/12672,0.464510,49.076773,3.946491,4.096815
0,98/12672,0.464413,49.541186,4.049687,4.096339
0,99/12672,0.463800,50.004986,3.932283,4.094699
0,100/12672,0.463443,50.468430,3.911298,4.092883
0,101/12672,0.466099,50.934529,4.524383,4.097113
0,102/12672,0.466968,51.401497,4.106897,4.097208
0,103/12672,0.466571,51.868068,3.973213,4.096016
0,104/12672,0.464778,52.332846,4.104973,4.096101
0,105/12672,0.464826,52.797672,3.935781,4.094589
0,106/12672,0.466603,53.264275,3.792249,4.091763
0,107/12672,0.464883,53.729158,4.049280,4.091370
0,108/12672,0.463826,54.192985,3.849849,4.089154
0,109/12672,0.465514,54.658499,4.022904,4.088552
0,110/12672,0.466235,55.124734,3.816184,4.086098
0,111/12672,0.464694,55.589428,3.879776,4.084256
0,112/12672,0.463805,56.053233,3.827354,4.081982
0,113/12672,0.466174,56.519407,4.136715,4.082462
0,114/12672,0.463674,56.983080,3.901121,4.080886
0,115/12672,0.465615,57.448695,4.248311,4.082329
0,116/12672,0.465859,57.914555,3.745614,4.079451
0,117/12672,0.465569,58.380123,3.999978,4.078777
0,118/12672,0.463674,58.843797,4.014501,4.078237
0,119/12672,0.465044,59.308840,3.941516,4.077098
0,120/12672,0.464803,59.773644,4.105370,4.077332
0,121/12672,0.467055,60.240699,3.744908,4.074607
0,122/12672,0.468040,60.708739,3.879178,4.073018
0,123/12672,0.464719,61.173458,4.172493,4.073820
0,124/12672,0.464952,61.638410,3.921047,4.072598
0,125/12672,0.464157,62.102567,4.320729,4.074567
0,126/12672,0.465316,62.567883,3.953202,4.073612
0,127/12672,0.465825,63.033708,4.028573,4.073260
0,128/12672,0.464601,63.498310,4.008988,4.072762
0,129/12672,0.464453,63.962762,3.945563,4.071783
0,130/12672,0.463771,64.426533,3.878278,4.070306
0,131/12672,0.464166,64.890699,3.973065,4.069569
0,132/12672,0.463625,65.354324,3.991083,4.068979
0,133/12672,0.466055,65.820379,3.993590,4.068417
0,134/12672,0.466671,66.287051,3.725529,4.065877
0,135/12672,0.465389,66.752440,4.093698,4.066081
0,136/12672,0.465019,67.217459,4.034433,4.065850
0,137/12672,0.465437,67.682895,3.957958,4.065068
0,138/12672,0.466739,68.149634,3.944311,4.064200
0,139/12672,0.467746,68.617380,3.894244,4.062986
0,140/12672,0.466655,69.084035,4.302519,4.064685
0,141/12672,0.465162,69.549196,3.742032,4.062412
0,142/12672,0.464628,70.013825,4.251442,4.063734
0,143/12672,0.464720,70.478545,3.829855,4.062110
0,144/12672,0.464378,70.942923,3.902399,4.061009
0,145/12672,0.463519,71.406442,3.986060,4.060495
0,146/12672,0.464171,71.870614,3.955343,4.059780
0,147/12672,0.467287,72.337901,3.898879,4.058693
0,148/12672,0.464579,72.802480,3.980387,4.058167
0,149/12672,0.465274,73.267754,4.341067,4.060053
0,150/12672,0.465350,73.733104,3.898653,4.058984
0,151/12672,0.463907,74.197011,4.026371,4.058770
0,152/12672,0.463826,74.660837,3.906429,4.057774
0,153/12672,0.464481,75.125318,3.766156,4.055880
0,154/12672,0.466750,75.592069,3.981139,4.055398
0,155/12672,0.464716,76.056785,3.956964,4.054767
0,156/12672,0.466153,76.522938,3.874708,4.053620
0,157/12672,0.465289,76.988227,3.725499,4.051544
0,158/12672,0.464113,77.452340,4.063768,4.051621
0,159/12672,0.464694,77.917034,3.761384,4.049807
0,160/12672,0.465517,78.382551,4.014484,4.049587
0,161/12672,0.464573,78.847124,4.177121,4.050374
0,162/12672,0.464689,79.311813,3.870560,4.049271
0,163/12672,0.464677,79.776490,4.142231,4.049838
0,164/12672,0.464287,80.240777,4.048043,4.049827
0,165/12672,0.464638,80.705415,4.208327,4.050782
0,166/12672,0.464332,81.169747,3.859318,4.049636
0,167/12672,0.464042,81.633789,4.080225,4.049818
0,168/12672,0.464829,82.098619,3.938811,4.049161
0,169/12672,0.464714,82.563332,4.031985,4.049060
0,170/12672,0.464258,83.027590,3.935116,4.048393
0,171/12672,0.465801,83.493391,4.010269,4.048172
0,172/12672,0.465418,83.958809,4.056383,4.048219
0,173/12672,0.465951,84.424760,4.180467,4.048979
0,174/12672,0.465002,84.889762,4.018104,4.048803
0,175/12672,0.465603,85.355365,3.758198,4.047152
0,176/12672,0.465273,85.820638,3.933897,4.046512
0,177/12672,0.465522,86.286160,4.067182,4.046628
0,178/12672,0.465161,86.751321,3.758390,4.045018
0,179/12672,0.465074,87.216394,3.931478,4.044387
0,180/12672,0.464600,87.680994,3.742993,4.042722
0,181/12672,0.466252,88.147247,3.986992,4.042416
0,182/12672,0.465245,88.612491,4.052334,4.042470
0,183/12672,0.464569,89.077060,4.067635,4.042607
0,184/12672,0.465594,89.542654,3.777811,4.041175
0,185/12672,0.465248,90.007902,4.396536,4.043086
0,186/12672,0.465672,90.473574,3.864348,4.042130
0,187/12672,0.464439,90.938013,3.874086,4.041236
0,188/12672,0.464891,91.402904,3.907071,4.040526
0,189/12672,0.464545,91.867449,3.756382,4.039031
0,190/12672,0.464118,92.331568,3.898607,4.038295
0,191/12672,0.466427,92.797994,4.100599,4.038620
0,192/12672,0.464861,93.262856,3.956951,4.038197
0,193/12672,0.465362,93.728217,4.011002,4.038057
0,194/12672,0.464159,94.192377,3.640667,4.036019
0,195/12672,0.465478,94.657855,3.863298,4.035138
0,196/12672,0.466561,95.124416,3.776841,4.033826
0,197/12672,0.465394,95.589809,3.865992,4.032979
0,198/12672,0.466205,96.056015,4.270982,4.034175
0,199/12672,0.463543,96.519557,3.910260,4.033555
0,200/12672,0.465471,96.985028,3.975637,4.033267
0,201/12672,0.464326,97.449354,3.774297,4.031985
0,202/12672,0.465318,97.914672,4.020636,4.031929
0,203/12672,0.464174,98.378846,3.713925,4.030370
0,204/12672,0.464516,98.843362,3.739666,4.028952
0,205/12672,0.466219,99.309581,3.809711,4.027888
0,206/12672,0.462895,99.772476,3.829297,4.026928
0,207/12672,0.465916,100.238392,4.220280,4.027858
0,208/12672,0.465351,100.703744,4.321488,4.029263
0,209/12672,0.465032,101.168776,3.804758,4.028194
0,210/12672,0.465503,101.634279,4.158315,4.028811
0,211/12672,0.466491,102.100770,3.702492,4.027271
0,212/12672,0.463998,102.564768,4.127264,4.027741
0,213/12672,0.464894,103.029662,3.854089,4.026929
0,214/12672,0.465591,103.495253,3.873321,4.026215
0,215/12672,0.464999,103.960252,3.924181,4.025743
0,216/12672,0.466603,104.426855,3.833663,4.024857
0,217/12672,0.465371,104.892226,3.892018,4.024248
0,218/12672,0.465185,105.357411,3.796988,4.023210
0,219/12672,0.464840,105.822252,3.993622,4.023076
0,220/12672,0.466303,106.288554,3.953202,4.022760
0,221/12672,0.465289,106.753844,3.862040,4.022036
0,222/12672,0.466044,107.219888,3.972372,4.021813
0,223/12672,0.464017,107.683905,3.703545,4.020392
0,224/12672,0.463040,108.146945,3.892889,4.019825
0,225/12672,0.463809,108.610753,3.757680,4.018666
0,226/12672,0.465350,109.076103,3.584207,4.016752
0,227/12672,0.464632,109.540735,3.821511,4.015895
0,228/12672,0.466599,110.007334,4.054789,4.016065
0,229/12672,0.464092,110.471426,3.578186,4.014161
0,230/12672,0.464354,110.935779,3.581496,4.012288
0,231/12672,0.466195,111.401974,4.390730,4.013919
0,232/12672,0.464405,111.866379,3.934943,4.013581
0,233/12672,0.466200,112.332579,3.871871,4.012975
0,234/12672,0.463765,112.796345,3.959018,4.012745
0,235/12672,0.466026,113.262371,3.976006,4.012590
0,236/12672,0.464232,113.726603,3.786432,4.011635
0,237/12672,0.465860,114.192462,3.859006,4.010994
0,238/12672,0.465466,114.657928,4.094593,4.011344
0,239/12672,0.466030,115.123958,4.009656,4.011337
0,240/12672,0.463609,115.587567,3.962601,4.011135
0,241/12672,0.463961,116.051528,3.886758,4.010621
0,242/12672,0.464604,116.516132,4.241243,4.011570
0,243/12672,0.464859,116.980991,3.805470,4.010725
0,244/12672,0.464939,117.445930,4.225554,4.011602
0,245/12672,0.465908,117.911838,3.769330,4.010617
0,246/12672,0.466211,118.378049,3.795352,4.009746
0,247/12672,0.463640,118.841689,3.933275,4.009437
0,248/12672,0.464463,119.306152,3.902184,4.009006
0,249/12672,0.465465,119.771617,3.748934,4.007966
0,250/12672,0.464013,120.235630,3.817480,4.007207
0,251/12672,0.464742,120.700372,4.108595,4.007610
0,252/12672,0.464720,121.165092,3.719242,4.006470
0,253/12672,0.464680,121.629772,3.938487,4.006202
0,254/12672,0.464365,122.094137,4.136446,4.006713
0,255/12672,0.464983,122.559120,4.078868,4.006995
0,256/12672,0.464854,123.023973,3.773720,4.006087
0,257/12672,0.464747,123.488721,3.764044,4.005149
0,258/12672,0.466573,123.955294,3.863313,4.004601
0,259/12672,0.464983,124.420277,3.958518,4.004424
0,260/12672,0.465510,124.885787,3.759828,4.003487
0,261/12672,0.464422,125.350209,3.805481,4.002731
0,262/12672,0.466339,125.816547,4.584635,4.004944
0,263/12672,0.464658,126.281205,3.859868,4.004394
0,264/12672,0.465454,126.746659,3.772543,4.003519
0,265/12672,0.464960,127.211619,3.891739,4.003099
0,266/12672,0.467310,127.678929,3.988320,4.003044
0,267/12672,0.464525,128.143454,3.950958,4.002849
0,268/12672,0.466624,128.610078,3.935636,4.002600
0,269/12672,0.465031,129.075109,3.721240,4.001557
0,270/12672,0.464945,129.540054,4.047642,4.001728
0,271/12672,0.466098,130.006152,3.786468,4.000936
0,272/12672,0.465534,130.471686,3.787142,4.000153
0,273/12672,0.465722,130.937408,3.644616,3.998855
0,274/12672,0.464771,131.402179,3.794429,3.998112
0,275/12672,0.466724,131.868903,3.858443,3.997606
0,276/12672,0.464612,132.333515,3.932230,3.997370
0,277/12672,0.465418,132.798933,4.943280,4.000773
0,278/12672,0.464656,133.263590,3.631002,3.999447
0,279/12672,0.465161,133.728750,3.782452,3.998672
0,280/12672,0.465502,134.194252,3.996816,3.998666
0,281/12672,0.466140,134.660392,3.919101,3.998383
0,282/12672,0.464201,135.124593,4.058697,3.998597
0,283/12672,0.465158,135.589751,3.791472,3.997867
0,284/12672,0.466160,136.055911,3.761435,3.997038
0,285/12672,0.464033,136.519944,3.946364,3.996860
0,286/12672,0.465196,136.985140,4.041623,3.997016
0,287/12672,0.465000,137.450140,4.139012,3.997509
0,288/12672,0.465248,137.915388,3.804798,3.996843
0,289/12672,0.464234,138.379622,4.085415,3.997148
0,290/12672,0.464060,138.843682,3.902358,3.996822
0,291/12672,0.464932,139.308614,3.879366,3.996420
0,292/12672,0.463193,139.771808,4.023262,3.996512
0,293/12672,0.467984,140.239792,3.798812,3.995839
0,294/12672,0.464183,140.703975,3.750388,3.995007
0,295/12672,0.464218,141.168193,3.997936,3.995017
0,296/12672,0.465696,141.633888,3.735797,3.994144
0,297/12672,0.464826,142.098714,3.863714,3.993707
0,298/12672,0.465804,142.564518,3.778577,3.992987
0,299/12672,0.464424,143.028942,3.968730,3.992906
0,300/12672,0.465537,143.494478,3.632864,3.991710
0,301/12672,0.465050,143.959528,4.310900,3.992767
0,302/12672,0.465601,144.425130,3.943782,3.992605
0,303/12672,0.464584,144.889714,4.404675,3.993961
0,304/12672,0.465005,145.354719,4.320461,3.995031
0,305/12672,0.463747,145.818466,4.084687,3.995324
0,306/12672,0.464376,146.282842,3.817015,3.994744
0,307/12672,0.465240,146.748082,3.988483,3.994723
0,308/12672,0.464092,147.212174,3.994075,3.994721
0,309/12672,0.465203,147.677377,3.962754,3.994618
0,310/12672,0.464191,148.141568,4.348340,3.995755
0,311/12672,0.466307,148.607875,3.908909,3.995477
0,312/12672,0.465068,149.072943,3.933618,3.995279
0,313/12672,0.464452,149.537395,3.850487,3.994818
0,314/12672,0.464718,150.002113,3.942635,3.994653
0,315/12672,0.465704,150.467817,3.771458,3.993946
0,316/12672,0.466498,150.934316,4.244853,3.994738
0,317/12672,0.466707,151.401022,3.975693,3.994678
0,318/12672,0.465212,151.866234,3.813364,3.994110
0,319/12672,0.464295,152.330529,3.739737,3.993315
0,320/12672,0.464306,152.794835,4.148003,3.993797
0,321/12672,0.464633,153.259469,3.872052,3.993418
0,322/12672,0.464451,153.723920,3.896132,3.993117
0,323/12672,0.465386,154.189306,3.843204,3.992655
0,324/12672,0.465378,154.654685,3.894581,3.992353
0,325/12672,0.466266,155.120951,3.953043,3.992232
0,326/12672,0.465103,155.586054,4.132858,3.992662
0,327/12672,0.464936,156.050990,3.863109,3.992267
0,328/12672,0.462988,156.513978,3.905292,3.992003
0,329/12672,0.465408,156.979385,3.755368,3.991286
0,330/12672,0.463888,157.443274,4.173809,3.991837
0,331/12672,0.464694,157.907967,3.881114,3.991504
0,332/12672,0.464672,158.372639,4.059046,3.991707
0,333/12672,0.465117,158.837756,4.089908,3.992001
0,334/12672,0.463394,159.301150,3.649428,3.990978
0,335/12672,0.464191,159.765341,3.906170,3.990726
0,336/12672,0.464034,160.229375,4.070815,3.990963
0,337/12672,0.464618,160.693993,4.021706,3.991054
0,338/12672,0.464906,161.158899,3.828081,3.990573
0,339/12672,0.464944,161.623843,3.768842,3.989921
0,340/12672,0.464783,162.088626,3.845102,3.989497
0,341/12672,0.464215,162.552841,4.331684,3.990497
0,342/12672,0.465006,163.017847,3.840417,3.990060
0,343/12672,0.464904,163.482751,3.886160,3.989758
0,344/12672,0.465635,163.948386,4.027798,3.989868
0,345/12672,0.464497,164.412883,3.958781,3.989778
0,346/12672,0.464926,164.877808,3.597785,3.988648
0,347/12672,0.465490,165.343298,3.815049,3.988149
0,348/12672,0.463431,165.806729,3.883050,3.987848
0,349/12672,0.465223,166.271951,3.921736,3.987659
0,350/12672,0.465078,166.737030,4.037771,3.987802
0,351/12672,0.464478,167.201508,3.848282,3.987406
0,352/12672,0.464731,167.666239,4.194362,3.987992
0,353/12672,0.465483,168.131721,4.050951,3.988170
0,354/12672,0.464030,168.595752,3.888700,3.987890
0,355/12672,0.464524,169.060276,3.936827,3.987746
0,356/12672,0.464544,169.524820,3.985189,3.987739
0,357/12672,0.464345,169.989165,3.918302,3.987545
0,358/12672,0.463629,170.452794,4.237031,3.988240
0,359/12672,0.465366,170.918159,3.909967,3.988023
0,360/12672,0.464709,171.382868,3.984555,3.988013
0,361/12672,0.465815,171.848683,4.042231,3.988163
0,362/12672,0.464432,172.313115,3.907822,3.987942
0,363/12672,0.466003,172.779118,3.953240,3.987846
0,364/12672,0.465040,173.244158,3.845308,3.987456
0,365/12672,0.464274,173.708432,4.002225,3.987496
0,366/12672,0.464257,174.172689,4.039583,3.987638
0,367/12672,0.466441,174.639130,3.893678,3.987383
0,368/12672,0.465036,175.104167,4.130520,3.987771
0,369/12672,0.464798,175.568965,3.984844,3.987763
0,370/12672,0.464392,176.033357,3.859822,3.987418
0,371/12672,0.463636,176.496993,3.974656,3.987384
0,372/12672,0.464173,176.961165,4.156796,3.987838
0,373/12672,0.464314,177.425479,3.928862,3.987680
0,374/12672,0.462834,177.888313,3.915320,3.987487
0,375/12672,0.466226,178.354539,4.098027,3.987781
0,376/12672,0.465145,178.819685,3.875298,3.987483
0,377/12672,0.465638,179.285323,3.913801,3.987288
0,378/12672,0.465535,179.750858,4.005793,3.987337
0,379/12672,0.464190,180.215048,4.172918,3.987825
0,380/12672,0.466752,180.681800,4.047163,3.987981
0,381/12672,0.464351,181.146151,4.001828,3.988017
0,382/12672,0.465970,181.612121,3.925466,3.987854
0,383/12672,0.464741,182.076863,3.935091,3.987716
0,384/12672,0.463657,182.540519,4.017276,3.987793
0,385/12672,0.465118,183.005637,4.067346,3.987999
0,386/12672,0.466385,183.472022,3.867182,3.987687
0,387/12672,0.464658,183.936679,4.058420,3.987869
0,388/12672,0.465451,184.402131,3.837301,3.987482
0,389/12672,0.465193,184.867323,4.193331,3.988010
0,390/12672,0.465105,185.332428,3.803486,3.987538
0,391/12672,0.466255,185.798683,3.906615,3.987332
0,392/12672,0.464875,186.263557,3.942994,3.987219
0,393/12672,0.466480,186.730037,4.375600,3.988205
0,394/12672,0.464240,187.194277,3.966734,3.988150
0,395/12672,0.468628,187.662904,3.810714,3.987702
0,396/12672,0.464048,188.126952,4.191538,3.988216
0,397/12672,0.465280,188.592233,3.916091,3.988034
0,398/12672,0.464607,189.056839,3.856053,3.987704
0,399/12672,0.466544,189.523383,3.914372,3.987520
0,400/12672,0.464527,189.987910,3.825927,3.987117
0,401/12672,0.464978,190.452888,3.892109,3.986881
0,402/12672,0.465262,190.918151,3.728918,3.986241
0,403/12672,0.467056,191.385206,4.327732,3.987086
0,404/12672,0.464554,191.849760,3.883225,3.986830
0,405/12672,0.466198,192.315958,3.779372,3.986319
0,406/12672,0.464193,192.780150,4.360689,3.987238
0,407/12672,0.463413,193.243564,3.829239,3.986851
0,408/12672,0.466065,193.709629,4.137215,3.987219
0,409/12672,0.466707,194.176336,3.802798,3.986769
0,410/12672,0.465484,194.641819,4.090436,3.987021
0,411/12672,0.466390,195.108210,4.053260,3.987182
0,412/12672,0.466402,195.574611,3.809870,3.986753
0,413/12672,0.465910,196.040521,3.907173,3.986561
0,414/12672,0.465989,196.506510,3.794284,3.986097
0,415/12672,0.465544,196.972054,4.145082,3.986479
0,416/12672,0.464940,197.436994,4.090350,3.986728
0,417/12672,0.465276,197.902270,3.766330,3.986201
0,418/12672,0.464715,198.366985,3.751685,3.985641
0,419/12672,0.466130,198.833114,4.065042,3.985831
0,420/12672,0.465001,199.298115,3.831880,3.985465
0,421/12672,0.463959,199.762074,4.213452,3.986005
0,422/12672,0.466603,200.228677,3.865385,3.985720
0,423/12672,0.465502,200.694179,3.803028,3.985289
0,424/12672,0.465107,201.159286,3.694042,3.984604
0,425/12672,0.465099,201.624385,4.144158,3.984978
0,426/12672,0.464572,202.088957,3.881244,3.984735
0,427/12672,0.464246,202.553202,3.824411,3.984361
0,428/12672,0.466253,203.019455,4.104246,3.984640
0,429/12672,0.464200,203.483655,4.220713,3.985189
0,430/12672,0.464798,203.948454,3.961531,3.985134
0,431/12672,0.464472,204.412926,3.872809,3.984874
0,432/12672,0.464653,204.877579,3.848536,3.984559
0,433/12672,0.465481,205.343060,3.972025,3.984531
0,434/12672,0.464519,205.807579,3.883670,3.984299
0,435/12672,0.463844,206.271423,4.051220,3.984452
0,436/12672,0.464148,206.735570,4.297925,3.985170
0,437/12672,0.465145,207.200716,3.710097,3.984542
0,438/12672,0.463674,207.664389,3.970473,3.984509
0,439/12672,0.464760,208.129150,3.717467,3.983903
0,440/12672,0.465502,208.594652,3.783548,3.983448
0,441/12672,0.463353,209.058005,4.419640,3.984435
0,442/12672,0.465536,209.523541,3.738268,3.983879
0,443/12672,0.463953,209.987494,4.340639,3.984683
0,444/12672,0.465109,210.452603,3.954381,3.984615
0,445/12672,0.465172,210.917775,3.772065,3.984138
0,446/12672,0.466705,211.384480,3.868957,3.983881
0,447/12672,0.464627,211.849106,3.958669,3.983824
0,448/12672,0.466139,212.315246,4.455016,3.984874
0,449/12672,0.464175,212.779421,4.025764,3.984965
0,450/12672,0.465106,213.244527,3.654795,3.984233
0,451/12672,0.464763,213.709289,4.062329,3.984405
0,452/12672,0.465896,214.175186,3.847265,3.984103
0,453/12672,0.466234,214.641420,3.843318,3.983792
0,454/12672,0.465210,215.106631,4.051938,3.983942
0,455/12672,0.466352,215.572982,3.782587,3.983501
0,456/12672,0.464053,216.037035,4.213977,3.984005
0,457/12672,0.465374,216.502409,3.939092,3.983907
0,458/12672,0.465225,216.967634,3.927088,3.983783
0,459/12672,0.464851,217.432485,3.954804,3.983720
0,460/12672,0.464360,217.896846,3.680788,3.983063
0,461/12672,0.464731,218.361576,4.200183,3.983533
0,462/12672,0.464386,218.825962,3.718715,3.982961
0,463/12672,0.464764,219.290726,3.782966,3.982530
0,464/12672,0.465732,219.756458,3.738072,3.982004
0,465/12672,0.464594,220.221052,3.779583,3.981570
0,466/12672,0.463952,220.685004,4.050850,3.981718
0,467/12672,0.464669,221.149673,3.838014,3.981411
0,468/12672,0.463685,221.613357,3.910135,3.981259
0,469/12672,0.464141,222.077498,3.664636,3.980586
0,470/12672,0.465343,222.542841,3.766906,3.980132
0,471/12672,0.464735,223.007576,3.736874,3.979617
0,472/12672,0.465655,223.473231,4.079783,3.979828
0,473/12672,0.465417,223.938648,3.793699,3.979436
0,474/12672,0.466315,224.404963,3.881564,3.979230
0,475/12672,0.465079,224.870042,3.751108,3.978750
0,476/12672,0.464504,225.334546,3.662264,3.978087
0,477/12672,0.464770,225.799316,3.898662,3.977921
0,478/12672,0.464052,226.263368,3.739450,3.977423
0,479/12672,0.465382,226.728750,3.921343,3.977306
0,480/12672,0.465517,227.194267,3.860674,3.977063
0,481/12672,0.466287,227.660553,3.875996,3.976854
0,482/12672,0.465212,228.125765,4.035789,3.976976
0,483/12672,0.466077,228.591843,3.986437,3.976995
0,484/12672,0.463757,229.055600,3.866571,3.976768
0,485/12672,0.464578,229.520178,4.110717,3.977043
0,486/12672,0.465147,229.985326,3.762734,3.976603
0,487/12672,0.465049,230.450375,4.454554,3.977583
0,488/12672,0.464915,230.915289,3.782505,3.977184
0,489/12672,0.464616,231.379905,3.960050,3.977149
0,490/12672,0.464491,231.844396,3.889663,3.976971
0,491/12672,0.465245,232.309641,4.014825,3.977048
0,492/12672,0.464827,232.774468,4.025121,3.977145
0,493/12672,0.464796,233.239264,3.934530,3.977059
0,494/12672,0.463879,233.703143,4.017989,3.977141
0,495/12672,0.464682,234.167825,3.927959,3.977042
0,496/12672,0.464871,234.632696,3.984361,3.977057
0,497/12672,0.463735,235.096431,4.112399,3.977329
0,498/12672,0.465161,235.561592,3.660268,3.976693
0,499/12672,0.465105,236.026697,3.874082,3.976488
0,500/12672,0.464064,236.490761,3.963095,3.976461
0,501/12672,0.463995,236.954756,4.708440,3.977920
0,502/12672,0.466006,237.420762,3.965935,3.977896
0,503/12672,0.464350,237.885112,4.303899,3.978543
0,504/12672,0.465411,238.350523,3.982606,3.978551
0,505/12672,0.465470,238.815993,4.071107,3.978734
0,506/12672,0.464271,239.280264,4.133759,3.979039
0,507/12672,0.464935,239.745199,3.914093,3.978911
0,508/12672,0.464746,240.209945,4.041450,3.979034
0,509/12672,0.466423,240.676368,3.925846,3.978930
0,510/12672,0.464104,241.140471,3.815944,3.978611
0,511/12672,0.466159,241.606631,4.162211,3.978970
0,512/12672,0.465337,242.071968,3.746750,3.978517
0,513/12672,0.463228,242.535196,3.968414,3.978497
0,514/12672,0.465920,243.001117,3.979871,3.978500
0,515/12672,0.465158,243.466274,4.061578,3.978661
0,516/12672,0.464883,243.931157,4.070686,3.978839
0,517/12672,0.463825,244.394982,4.091249,3.979056
0,518/12672,0.465751,244.860733,4.087495,3.979265
0,519/12672,0.464569,245.325302,3.956704,3.979222
0,520/12672,0.463233,245.788535,3.845120,3.978964
0,521/12672,0.465128,246.253663,3.888549,3.978791
0,522/12672,0.465345,246.719008,3.860797,3.978565
0,523/12672,0.465014,247.184021,3.880814,3.978379
0,524/12672,0.465896,247.649918,3.992024,3.978405
0,525/12672,0.465981,248.115899,3.786043,3.978039
0,526/12672,0.466748,248.582647,3.877644,3.977849
0,527/12672,0.466151,249.048798,3.719814,3.977360
0,528/12672,0.466885,249.515683,4.197324,3.977776
0,529/12672,0.462824,249.978508,3.889559,3.977609
0,530/12672,0.465901,250.444409,3.691123,3.977070
0,531/12672,0.464378,250.908786,3.669330,3.976491
0,532/12672,0.464921,251.373707,4.391278,3.977270
0,533/12672,0.464496,251.838204,4.163165,3.977618
0,534/12672,0.464463,252.302666,3.856533,3.977391
0,535/12672,0.464406,252.767072,3.762966,3.976991
0,536/12672,0.464880,253.231952,3.972369,3.976983
0,537/12672,0.464249,253.696202,3.928381,3.976892
0,538/12672,0.464472,254.160674,3.811452,3.976585
0,539/12672,0.464754,254.625428,3.760845,3.976186
0,540/12672,0.465790,255.091218,3.756022,3.975779
0,541/12672,0.463874,255.555092,3.779622,3.975417
0,542/12672,0.464279,256.019371,4.281690,3.975981
0,543/12672,0.465514,256.484885,3.778956,3.975619
0,544/12672,0.466272,256.951158,3.993255,3.975651
0,545/12672,0.464058,257.415216,3.805244,3.975339
0,546/12672,0.464658,257.879874,3.923936,3.975245
0,547/12672,0.466245,258.346119,3.835754,3.974991
0,548/12672,0.465204,258.811323,3.868914,3.974797
0,549/12672,0.464703,259.276026,3.770365,3.974426
0,550/12672,0.464587,259.740614,3.862545,3.974223
0,551/12672,0.464185,260.204798,4.050613,3.974361
0,552/12672,0.463392,260.668190,3.791528,3.974030
0,553/12672,0.464778,261.132968,3.770030,3.973662
0,554/12672,0.466186,261.599154,3.940741,3.973603
0,555/12672,0.464562,262.063716,4.100491,3.973831
0,556/12672,0.466168,262.529884,3.913261,3.973722
0,557/12672,0.465017,262.994901,3.850802,3.973502
0,558/12672,0.466767,263.461668,3.761782,3.973123
0,559/12672,0.464991,263.926659,3.935304,3.973056
0,560/12672,0.465828,264.392487,4.016681,3.973133
0,561/12672,0.465019,264.857507,3.853834,3.972921
0,562/12672,0.464839,265.322346,4.042800,3.973045
0,563/12672,0.464375,265.786721,4.208327,3.973463
0,564/12672,0.463427,266.250147,3.790843,3.973139
0,565/12672,0.464750,266.714897,3.869182,3.972956
